epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,598.68,1.01132,2.5532,1.49448,0.57372,0.74661,0.73782,0.57157,0.77203,2.59601,1.38137,0.000302548,0.000302548,0.000302548
2,1714.38,1.00162,1.8244,1.46748,0.67276,0.82243,0.77236,0.58159,0.81766,1.60896,1.43215,0.000593558,0.000593558,0.000593558
