epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,641.86,1.00369,2.54677,1.49196,0.6155,0.68062,0.71552,0.49863,0.90289,2.85658,1.62958,0.000302551,0.000302551,0.000302551
